0		0		0
2		1		-1
3		1		-1
1		0		-1
909		0		0
696		0		0
398		0		0
394		0		0
620		0		0
494		0		0
753		0		0
719		1		0
426		0		0
160		0		0
971		1		0
740		0		0
325		0		0
832		0		0
781		0		0
238		0		0
283		1		0
216		0		0
806		0		0
958		0		0
239		1		0
25		0		0
350		0		0
624		0		0
510		0		0
307		1		0
246		0		0
83		1		0
471		0		0
913		0		0
527		0		0
392		0		0
453		0		0
348		0		0
158		0		0
738		0		0
738		0		0
104		0		0
872		0		0
515		0		0
687		0		0
264		0		0
577		1		0
805		0		0
147		0		0
13		1		0
682		0		0
597		0		0
486		0		0
192		0		0
24		0		0
27		0		0
240		0		0
288		0		0
235		0		0
529		0		0
52		0		0
959		0		0
556		0		0
519		0		0
503		1		0
106		0		0
182		0		0
61		1		0
900		0		0
334		0		0
237		0		0
273		0		0
247		0		0
15		0		0
369		0		0
811		1		0
458		0		0
928		0		0
349		1		0
124		0		0
357		0		0
353		1		0
276		0		0
550		0		0
728		0		0
799		0		0
170		0		0
117		0		0
775		0		0
222		0		0
79		1		0
286		0		0
782		0		0
220		0		0
60		0		0
711		0		0
523		1		0
524		0		0
748		0		0
774		0		0
477		0		0
824		0		0
304		0		0
75		0		0
996		0		0
46		0		0
517		0		0
586		0		0
383		1		0
998		0		0
88		0		0
219		0		0
543		0		0
255		0		0
65		0		0
521		1		0
409		1		0
745		0		0
992		0		0
208		0		0
840		0		0
171		0		0
128		0		0
935		0		0
575		0		0
38		0		0
320		0		0
838		0		0
89		1		0
778		0		0
196		0		0
223		1		0
267		0		0
233		1		0
44		0		0
705		0		0
229		1		0
752		0		0
584		0		0
867		0		0
961		0		0
443		1		0
638		0		0
289		0		0
244		0		0
974		0		0
856		0		0
191		1		0
531		0		0
922		0		0
965		0		0
661		1		0
359		1		0
847		0		0
287		0		0
319		0		0
221		0		0
630		0		0
789		0		0
979		0		0
64		0		0
202		0		0
380		0		0
321		0		0
400		0		0
163		1		0
281		1		0
7		1		0
645		0		0
672		0		0
730		0		0
138		0		0
934		0		0
921		0		0
908		0		0
272		0		0
683		1		0
683		1		0
469		0		0
134		0		0
707		0		0
382		0		0
579		0		0
836		0		0
855		0		0
344		0		0
764		0		0
37		1		0
51		0		0
338		0		0
488		0		0
112		0		0
671		0		0
358		0		0
747		0		0
391		0		0
148		0		0
512		0		0
310		0		0
800		0		0
936		0		0
292		0		0
566		0		0
639		0		0
660		0		0
135		0		0
976		0		0
347		1		0
518		0		0
70		0		0
212		0		0
185		0		0
76		0		0
16		0		0
343		0		0
90		0		0
894		0		0
605		0		0
253		0		0
259		0		0
228		0		0
656		0		0
301		0		0
133		0		0
498		0		0
257		1		0
973		0		0
787		1		0
108		0		0
201		0		0
435		0		0
796		0		0
41		1		0
756		0		0
526		0		0
615		0		0
428		0		0
731		0		0
744		0		0
125		0		0
150		0		0
399		0		0
299		0		0
6		0		1
